name,county,ward_code,ward_name,political_party,gender
TURUGA JOSHUA ELEM,MARSABIT,238,KORR NGURUNIT,FRONTIER ALLIANCE PARTY,Male
TUUKUO KENNEDY MEMUSI,NAROK,897,MOSIRO,INDEPENDENT,Male
TUVA TIMOTHY MWAMBOGO,KILIFI,85,SABAKI,INDEPENDENT,Male
TUWEI MAGDALYNE CHEMTAI,TRANS NZOIA,676,KAPOMBOI,JUBILEE PARTY,Female
TUWEI SAMWEL KIBET,NAKURU,870,BARUT,NATIONAL RAINBOW COALITION- KENYA,Male
TUYA JOSEPH LERINDO,NAROK,910,NAIKARRA,ORANGE DEMOCRATIC MOVEMENT,Male
TUYO DAUD GALDESA,TANA RIVER,97,HIRIMANI,JUBILEE PARTY,Male
TWAHIR ABDULRAHMAN ISA,LAMU,105,MKOMANI,DEMOCRATIC PARTY OF KENYA,Male
TWALIB ABDALLA MOHAMED,LAMU,105,MKOMANI,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,Male
UDOTO PAUL MICHAEL,KAKAMEGA,1018,BUNYALA EAST,FEDERAL PARTY OF KENYA,Male
UDZILE CEPHAS MWACHARO,KILIFI,58,JUNJU,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,Male
ULED MWINYI SALIM,KWALE,46,KINANGO,KENYA AFRICAN NATIONAL UNION,Male
ULO PHILIP MAXWEL,KISUMU,1217,NORTH NYAKACH,PARTY FOR DEVELOPMENT AND REFORM,Male
UMMBAYI NICHOLAS BUSOLO,VIHIGA,1053,CENTRAL MARAGOLI,FEDERAL PARTY OF KENYA,Male
UMURO ADANO GOLLO,MARSABIT,228,DUKANA,CHAMA CHA MASHINANI,Male
UMUSA MUSA AHMED,KWALE,47,MACKINNON ROAD,DEMOCRATIC PARTY OF KENYA,Male
UNDWAKE MARTIN MUTEE MASILA,MAKUENI,439,THANGE,JUBILEE PARTY,Male
UNGAI VICTORIA ZILLAH,KAKAMEGA,1014,SHIRERE,INDEPENDENT,Male
USWA ALFRED MATERE,TRANS NZOIA,691,HOSPITAL,INDEPENDENT,Male
UTOLO GABRIEL MARK OCHIENG,KAKAMEGA,1023,MUSANDA,JUBILEE PARTY,Male
VARSANI VINESH MEGHJI,NAIROBI CITY,1367,PARKLANDS HIGHRIDGE,WIPER DEMOCRATIC MOVEMENT- KENYA,Male
VENGO SAMUEL BAYA,KILIFI,84,GARASHI,KENYA AFRICAN DEMOCRATIC UNION-ASILI,Male
VICTOR CHOCHOI PKEMEI,BARINGO,785,LOIYAMOROCK,PARTY OF NATIONAL UNITY,Male
VICTOR SIYWAT PLIMO,WEST POKOT,645,ENDUGH,CHAMA CHA MASHINANI,Male
VINCENT EDWIN WANYONYI,BUNGOMA,1086,WEST NALONDO,INDEPENDENT,Male
VINCENT GISIRI WAMBURA,MIGORI,1298,NTIMARU EAST,INDEPENDENT,Male
VINCENT KIBET ROTICH,NAROK,889,MOGONDO,CHAMA CHA MASHINANI,Male
VINCENT NYAMONGO NYAMOHANGA,MIGORI,1292,MAKERERO,NEW DEMOCRATS,Male
VITA PETER MASASABI,VIHIGA,1064,BANJA,FEDERAL PARTY OF KENYA,Male
VITALIS MAGAMBO ABICH,MIGORI,1295,NYAMOSENSE KOMOSOKO,AMANI NATIONAL CONGRESS,Male
VUKO NOEL KALAMA,KILIFI,77,GANDA,WIPER DEMOCRATIC MOVEMENT- KENYA,Male
VULIGWA DUNCAN AVISA,NAIROBI CITY,1434,PUMWANI,ORANGE DEMOCRATIC MOVEMENT,Male
VULIMU PHELEX MUNYORA,VIHIGA,1053,CENTRAL MARAGOLI,MAENDELEO DEMOCRATIC PARTY,Male
VUNA EVANS SHONGORO,KILIFI,67,MWAWESA,JUBILEE PARTY,Male
VUNDI EVELYN NZAMBI,KITUI,346,MUTONGUNI,MUUNGANO PARTY,Female
VUSUNDWA HANINGTONE OMBUGE,KAKAMEGA,993,LUMAKANDA,PROGRESSIVE PARTY OF KENYA,Male
VUTHI MATHEW NGOVI,KITUI,361,CHULUNI,NATIONAL PARTY OF KENYA,Male
WA KATETE KISUNGI MULINGE,MAKUENI,413,KITHUNGO KITUNDU,PEOPLES TRUST PARTY,Male
WABUGE ANTONY KILWAKE,KAKAMEGA,1001,SINOKO,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,Male
WABUGE GABRIEL NDELEMA,TRANS NZOIA,689,WAITALUK,KENYA AFRICAN NATIONAL UNION,Male
WABUGE ISAAC WANJALA,KAKAMEGA,991,MAUTUMA,WIPER DEMOCRATIC MOVEMENT- KENYA,Male
WABUGE MOSES KASIMOTO,BUNGOMA,1119,TONGAREN,INDEPENDENT,Male
WABULULU ERICK WAFULA,NAIROBI CITY,1420,MATOPENI SPRING VALLEY,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,Male
WABWILE MOSES NYONGESA,BUNGOMA,1101,EAST SANG'ALO,JUBILEE PARTY,Male
WABWIRE CHRISTOPHER MULATI,BUNGOMA,1094,WEST BUKUSU,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,Male
WABWIRE JOHN,BUSIA,1145,MARACHI EAST,PARTY OF DEMOCRATIC UNITY,Male
WABWIRE NORBERT OMANYO,BUSIA,1133,NAMBALE TOWNSHIP,CHAMA CHA MASHINANI,Male
WACHAGA JOE MUNGAI,KIAMBU,593,NYADHUNA,INDEPENDENT,Male
WACHIE LENARD WEKESA,BUNGOMA,1103,WEST SANG'ALO,MAENDELEO CHAP CHAP PARTY,Male
WACHILONGA PETER MARARE,BUNGOMA,1119,TONGAREN,ORANGE DEMOCRATIC MOVEMENT,Male
WACHINGA PAUL KIIGE,NYERI,485,CHINGA,MAENDELEO CHAP CHAP PARTY,Male
WACHIRA JAMES KAMAU,NYERI,494,RURING'U,INDEPENDENT,Male
WACHIRA JOHN,NAKURU,877,KIVUMBINI,INDEPENDENT,Male
WACHIRA JOHN MBUGUA,NYANDARUA,450,KIPIPIRI,INDEPENDENT,Male
WACHIRA JOHN MWAI,KIRINYAGA,501,MURINDUKO,INDEPENDENT,Male
WACHIRA JOSHUA MWANGI,LAIKIPIA,822,SOSIAN,MAENDELEO CHAP CHAP PARTY,Male
WACHIRA JUSTUS NGUKU,MURANG'A,517,MUGURU,FARMERS PARTY,Male
WACHIRA MICHAEL WANGAI,LAIKIPIA,823,SEGERA,MAENDELEO CHAP CHAP PARTY,Male
WACHIRA MOSES GITUKU MUCHIRI,KIAMBU,576,MWIHOKO,MAENDELEO CHAP CHAP PARTY,Male
WACHIRA PATRICK KINYUA,NAIROBI CITY,1393,ZIMMERMAN,MAENDELEO CHAP CHAP PARTY,Male
WACHIRA ROBERT KARURI,NYERI,477,RUGURU,INDEPENDENT,Male
WACHIRA WILLIAM MAINA,NYERI,468,AGUTHI-GAAKI,DEMOCRATIC PARTY OF KENYA,Male
WACHIRA WILSON MWANGI,NAKURU,879,MENENGAI,JUBILEE PARTY,Male
WACHIURI JOSPHAT MACHATHA,MURANG'A,548,KIHUMBU-INI,PARTY OF NATIONAL UNITY,Male
WACHIURI NELSON KINYUA,NAIROBI CITY,1430,MARINGO HAMZA,INDEPENDENT,Male
WACIAMA ISAAC MWANGI KAMOTE,MURANG'A,522,WANGU,JUBILEE PARTY,Male
WACIRA MWAURA SAMORA,NAIROBI CITY,1396,CLAY CITY,JUBILEE PARTY,Male
WAEMA DONALD MUTULYA,MAKUENI,422,KILUNGU,EMPOWERMENT AND LIBERATION PARTY,Male
WAEMA JOSEPHAT MUTUA,MAKUENI,429,NZAUI KILILI KALAMBA,SAFINA,Male
WAFUBWA FRED JUMA,BUNGOMA,1094,WEST BUKUSU,INDEPENDENT,Male
WAFUKHO FREDRICK MUKHWANA,BUNGOMA,1087,BWAKE LUUYA,INDEPENDENT,Male
WAFUKHO GILBERT WABUGE,BUNGOMA,1096,BUKEMBE WEST,MAZINGIRA GREENS PARTY OF KENYA,Male
WAFULA ANTONY CONSTANT OKOTH,BUSIA,1145,MARACHI EAST,INDEPENDENT,Male
WAFULA BEN,KAKAMEGA,1005,BUTALI CHEGULO,ORANGE DEMOCRATIC MOVEMENT,Male
WAFULA BEN NAMASWA,BUNGOMA,1118,NDALU TABANI,SHIRIKISHO PARTY OF KENYA,Male
WAFULA BENSON SIRIMBO,TRANS NZOIA,690,SIRENDE,KENYA AFRICAN NATIONAL UNION,Male
WAFULA CHRISBETON JOHN,BUNGOMA,1114,KAMUKUYWA,INDEPENDENT,Male
WAFULA DALMAS OJIAMBO,NAIROBI CITY,1375,KABIRO,INDEPENDENT,Male
WAFULA DAVID JUMA,BUNGOMA,1117,MILIMA,INDEPENDENT,Male
WAFULA DAVID WAYNE,BUSIA,1134,BUKHAYO NORTH WALTSI,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,Male
WAFULA EDGAR SOITA,TRANS NZOIA,693,NABISWA,INDEPENDENT,Male
WAFULA ELIJAH WANJALA,BUNGOMA,1096,BUKEMBE WEST,THE LABOUR PARTY OF KENYA,Male
WAFULA EMMANUEL KHISA,BUNGOMA,1108,SITIKHO,AMANI NATIONAL CONGRESS,Male
WAFULA ERIC FRANCIS,BUNGOMA,1083,MALAKISI SOUTH KULISIRU,INDEPENDENT,Male
WAFULA ERIC WEKHOMBA,TRANS NZOIA,691,HOSPITAL,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,Male
WAFULA FELENCE DESTERIO WANYAMA,KAKAMEGA,1016,SHINOYI-SHIKOMARI-ESUMEYIA,INDEPENDENT,Male
WAFULA FRED LUSWETI,KAKAMEGA,993,LUMAKANDA,INDEPENDENT,Male
WAFULA GEOFFREY KHISA,TRANS NZOIA,686,SABOTI,PEOPLES EMPOWERMENT PARTY,Male
WAFULA GODFREY WANGILA,BUNGOMA,1109,MATULO,KENYA AFRICAN NATIONAL UNION,Male
WAFULA IGNATIUS HARENDI'S,NAIROBI CITY,1385,NYAYO HIGHRISE,INDEPENDENT,Male
WAFULA JARED WEKESA,BUNGOMA,1096,BUKEMBE WEST,UNITED DEMOCRATIC PARTY,Male
WAFULA JEPHUNEA JIJI,KAKAMEGA,995,CHEVAYWA,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,Male
WAFULA JESCAH NEKESA,BUNGOMA,1109,MATULO,INDEPENDENT,Female
WAFULA JOY MUKITE,KAKAMEGA,998,SANGO,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,Female
WAFULA JUMA WAMAKODO,KAKAMEGA,1018,BUNYALA EAST,ORANGE DEMOCRATIC MOVEMENT,Male
WAFULA KACHERO WILSON,KAKAMEGA,1018,BUNYALA EAST,CHAMA CHA UZALENDO,Male
WAFULA MARK MASIFWA,KAKAMEGA,1019,BUNYALA CENTRAL,MAENDELEO DEMOCRATIC PARTY,Male
WAFULA MARTIN SIMIYU,BUNGOMA,1093,KIMAETI,INDEPENDENT,Male
WAFULA MARTIN SIRENGO,BUNGOMA,1117,MILIMA,WIPER DEMOCRATIC MOVEMENT- KENYA,Male
WAFULA MOSES NAKITARE,TRANS NZOIA,683,KINYORO,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,Male
WAFULA NAMASAKA VINCENT,BUNGOMA,1093,KIMAETI,JUSTICE AND FREEDOM PARTY,Male
WAFULA PETER SINDANI,BUNGOMA,1114,KAMUKUYWA,INDEPENDENT,Male
WAFULA PIUS JUMA,BUNGOMA,1087,BWAKE LUUYA,ORANGE DEMOCRATIC MOVEMENT,Male
WAFULA PROTUS SITATI,BUNGOMA,1102,MARAKARU TUUTI,INDEPENDENT,Male
WAFULA RABECCA MEGANI,BUNGOMA,1086,WEST NALONDO,INDEPENDENT,Female
WAFULA ROSE NANJALA,BUNGOMA,1098,TOWNSHIP,THE NATIONAL VISION PARTY,Female
WAFULA SAMWEL MASINDE,TRANS NZOIA,691,HOSPITAL,INDEPENDENT,Male
WAFULA SAUL WEKESA,BUNGOMA,1115,MBAKALO,MAENDELEO DEMOCRATIC PARTY,Male
WAFULA SILAS WASWA,BUNGOMA,1115,MBAKALO,FEDERAL PARTY OF KENYA,Male
WAFULA WILIAM SITATI,BUNGOMA,1112,KIMILILI,THE NATIONAL VISION PARTY,Male
WAGAH FRED B OTIENO,KISUMU,1210,KOBURA,INDEPENDENT,Male
WAGAI AWITI LUCAS,MIGORI,1284,NORTH KADEM,INDEPENDENT,Male
WAGANAGWA SOLOMON MBUO,EMBU,321,KYENI NORTH,PARTY OF NATIONAL UNITY,Male
WAGITHI KELVIN GICHUKI,NAIROBI CITY,1418,KAYOLE SOUTH,JUBILEE PARTY,Male
WAGOI KENNEDY ODHIAMBO,KISUMU,1193,KISUMU NORTH,JUBILEE PARTY,Male
WAGUDE DAVID ODHIAMBO,KAKAMEGA,1039,KISA WEST,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,Male
WAGURA JUSTUS GAITA,NYANDARUA,463,KIRIITA,JUBILEE PARTY,Male
WAHINYA GIBSON KURIA,NYERI,466,DEDAN KIMANTHI,JUBILEE PARTY,Male
WAHIU BONIFACE WANGOMBE,NYERI,494,RURING'U,MAZINGIRA GREENS PARTY OF KENYA,Male
WAHOME ALICE NJOKI,NYERI,493,GATITU MURUGURU,PARTY OF NATIONAL UNITY,Female
WAHOME GEOFFREY GICHOHI,NAIROBI CITY,1430,MARINGO HAMZA,PARTY OF NATIONAL UNITY,Male
WAHOME JAMES WACIRA,KIAMBU,569,GITOTHUA,DEMOCRATIC PARTY OF KENYA,Male
WAHOME JULIUS NDIRANGU,NYERI,493,GATITU MURUGURU,INDEPENDENT,Male
WAHOME PATRICK MBOGO,NYERI,481,KIRIMUKUYU,INDEPENDENT,Male
WAHOME PETER KAHUTHU,NYERI,479,IRIAINI,INDEPENDENT,Male
WAHU MERCY WANJIKU,KIAMBU,566,HOSPITAL,INDEPENDENT,Female
WAHURIA PHILIP MWENDWA,KIAMBU,599,KIKUYU,SAFINA,Male
WAIGANJO LIVINGSTONE WAKIBIA,KIAMBU,572,KAHAWA SUKARI,JUBILEE PARTY,Male
WAIGANJO MARY WANJIRU,NAKURU,857,SUBUKIA,JUBILEE PARTY,Female
WAIGURU SULEIMAN TOMNO,NAIROBI CITY,1433,MAKONGENI,INDEPENDENT,Male
WAIGWA PETER THOMI,LAIKIPIA,813,GITHIGA,JUBILEE PARTY,Male
WAIHARO ATANAS NJOROGE,NAIROBI CITY,1377,NGANDO,INDEPENDENT,Male
WAIHARO BERNARD MUTURI,KIAMBU,561,JUJA,INDEPENDENT,Male
WAIHWA JOHN KINUTHIA,NYERI,467,WAMAGANA,INDEPENDENT,Male
WAIKWA JOHN GAKUNDI,NYERI,489,MUKURWE-INI WEST,MAENDELEO CHAP CHAP PARTY,Male
WAINAINA ALEX KABUU,KIAMBU,552,KIGANJO,JUBILEE PARTY,Male
WAINAINA BENSON NG'ANG'A,KIAMBU,594,KABETE,INDEPENDENT,Male
WAINAINA DANIEL KARANJA,MOMBASA,6,JOMVU KUU,INDEPENDENT,Male
WAINAINA ISAAC WANGENGI,KIAMBU,579,IKINU,INDEPENDENT,Male
WAINAINA JOHN KANENE,NAKURU,857,SUBUKIA,INDEPENDENT,Male
WAINAINA JOHN NGARI,NAIROBI CITY,1368,KARURA,INDEPENDENT,Male
WAINAINA MARTIN NDUNG'U,KIAMBU,557,CHANIA,INDEPENDENT,Male
WAINAINA MATHEW KIBAYA,EMBU,314,MBETI NORTH,INDEPENDENT,Male
WAINAINA MICHAEL NJOROGE,KAJIADO,915,NGONG,INDEPENDENT,Male
WAINAINA SAMUEL MATHU,NYANDARUA,455,MIRANGINE,JUBILEE PARTY,Male
WAINAINA SAMUEL MBEERE,KIAMBU,609,KAMBURU,INDEPENDENT,Male
WAIREGI JOHN WACHIRA,NAKURU,840,MAIELLA,INDEPENDENT,Male
WAIRIMU CHARLES GITAU,MURANG'A,546,KAKUZI MITUBIRI,INDEPENDENT,Male
WAIRIMU GEORGE KARUIRU,LAIKIPIA,811,OL-MORAN,JUBILEE PARTY,Male
WAIRIMU JOHN KIRITU,NAKURU,879,MENENGAI,INDEPENDENT,Male
WAIRIMU KENNEDY MWANGI,NAIROBI CITY,1444,NAIROBI SOUTH,PARTY OF NATIONAL UNITY,Male
WAIRIMU LUCY,NAIROBI CITY,1433,MAKONGENI,PEOPLES TRUST PARTY,Female
WAIRIMU PAUL KINGARA,KIAMBU,587,KARURI,SAFINA,Male
WAIRIMU PETER NDIRITU,KIRINYAGA,510,KIINE,NATIONAL RAINBOW COALITION- KENYA,Male
WAIRIMU SAMUEL MUGUTI,NYERI,478,MAGUTU,INDEPENDENT,Male
WAIRINDI PATRICK MUNYIRI,NYERI,480,KONYU,INDEPENDENT,Male
WAIRIRI PETER KIMURA,KIAMBU,573,KAHAWA WENDANI,INDEPENDENT,Male
WAITHAGA LILLIAN NYOKABI,KIAMBU,583,NDUMBERI,DEMOCRATIC PARTY OF KENYA,Female
Waithaka Ayub Kimwaki,KIAMBU,579,IKINU,DEMOCRATIC PARTY OF KENYA,Male
WAITHAKA JACKLINE NYAWIRA,NYERI,478,MAGUTU,KENYA AFRICAN NATIONAL UNION,Female
WAITHAKA JOHN WACHIRA,NYERI,480,KONYU,INDEPENDENT,Male
WAITHAKA JOHN WACHIRA,NYERI,481,KIRIMUKUYU,INDEPENDENT,Male
WAITHAKA JOSEPH KANGARI,NAIROBI CITY,1376,MUTU-INI,INDEPENDENT,Male
WAITHAKA NGATIA PATRICK,NYERI,471,MWIYOGO ENDARASHA,PARTY OF NATIONAL UNITY,Male
WAITHAKA SAMUEL GATHURU,MURANG'A,547,MUGUMO-INI,INDEPENDENT,Male
WAITHAKA SOSPETER KIMANI,KIAMBU,577,GITHUNGURI,MAENDELEO CHAP CHAP PARTY,Male
WAITHAKA WILSON WAKAHIU,LAIKIPIA,816,SALAMA,JUBILEE PARTY,Male
WAITHANJE JUNIUS NJUE,EMBU,322,KYENI SOUTH,INDEPENDENT,Male
WAITHANJE NICHOLAS MBOGO,EMBU,326,MAVURIA,KENYA AFRICAN NATIONAL UNION,Male
WAITHAVU IRERI NYAGA MWATHI,EMBU,329,MUMINJI,NATIONAL RAINBOW COALITION- KENYA,Male
WAITHERA MARTIN ALI,KIAMBU,587,KARURI,KENYA AFRICAN NATIONAL UNION,Male
WAITHIRA ALEX NJUGUNA,MURANG'A,525,TOWNSHIP,INDEPENDENT,Male
WAITHIRA DEONYSIAS MWANGI,NAIROBI CITY,1391,GITHURAI,INDEPENDENT,Male
WAITHIRA ESTHER CHEGE,NAIROBI CITY,1444,NAIROBI SOUTH,JUBILEE PARTY,Female
WAITHIRA PETER KAMAU,NAIROBI CITY,1434,PUMWANI,INDEPENDENT,Male
WAITHUMBI RAPHAEL CHEGE,KIAMBU,565,KAMENU,JUBILEE PARTY,Male
WAITI EDWARD WAFULA,BUNGOMA,1114,KAMUKUYWA,INDEPENDENT,Male
WAITI WAFULA,BUNGOMA,1116,NAITIRI KABUYEFWE,JUBILEE PARTY,Male
WAITITU MARCO KANYINGI,NYERI,485,CHINGA,INDEPENDENT,Male
WAKAHIA ISAAC GITHUI,LAIKIPIA,823,SEGERA,INDEPENDENT,Male
WAKALA MOSES DISMAS MUTINYU WANG,BUNGOMA,1082,NAMWELA,AMANI NATIONAL CONGRESS,Male
WAKANENE NIXON MUTURI,NAKURU,874,RHODA,MAENDELEO CHAP CHAP PARTY,Male
WAKARIA MICHAEL MBURU,NAIROBI CITY,1391,GITHURAI,PARTY OF NATIONAL UNITY,Male
WAKARINDI CHARLES THUO,NAIROBI CITY,1414,DANDORA AREA III,JUBILEE PARTY,Male
WAKAVU JAMES THUO,NAIROBI CITY,1380,WAITHAKA,INDEPENDENT,Male
WAKENYA MOHAMMED MUKHENYE,BUSIA,1151,BWIRI,CHAMA CHA UZALENDO,Male
WAKHOBE SILAS KHAEMBA,BUNGOMA,1114,KAMUKUYWA,MAENDELEO CHAP CHAP PARTY,Male
WAKHUNGU EPHRAIM WABWILE,BUNGOMA,1095,SIBOTI,AMANI NATIONAL CONGRESS,Male
WAKHUTU MOHAMED WEYAMA,KAKAMEGA,1027,KOYONZO,CHAMA CHA MASHINANI,Male
WAKIBIA STANLEY NGARU,NYERI,468,AGUTHI-GAAKI,JUBILEE PARTY,Male
WAKIUGU FRANCIS MUIRURI,MURANG'A,530,KIGUMO,MAENDELEO CHAP CHAP PARTY,Male
WAKO ADAN ALI,ISIOLO,249,KINNA,INDEPENDENT,Male
WAKO SOMO ADAN,MARSABIT,222,SOLOLO,JUBILEE PARTY,Male
WAKOLI ANTHONY MURUNGA,BUNGOMA,1096,BUKEMBE WEST,KENYA AFRICAN NATIONAL UNION,Male
WAKOLI RICHARD JUMA,BUNGOMA,1083,MALAKISI SOUTH KULISIRU,INDEPENDENT,Male
WAKOLI SIMIYU WYCLIFFE,BUNGOMA,1117,MILIMA,INDEPENDENT,Male
WAKOLI TOM KHAEMBA,TRANS NZOIA,693,NABISWA,INDEPENDENT,Male
WAKULOBA AGGREY SIFUNA,BUNGOMA,1090,BUMULA,INDEPENDENT,Male
WAKULOBA LUCAS EGESA,BUSIA,1139,MATAYOS SOUTH,INDEPENDENT,Male
WAKULOBA MICK SANDRA,BUSIA,1139,MATAYOS SOUTH,ECONOMIC FREEDOM PARTY,Male
WAKULWA ODONGO ERNEST,BUSIA,1144,MARACHI CENTRAL,AGANO PARTY,Male
WALE JOSEPH CHULA,KILIFI,67,MWAWESA,KENYA AFRICAN DEMOCRATIC UNION-ASILI,Male
WALELA DAN WAFULA,BUNGOMA,1093,KIMAETI,MOVEMENT FOR DEMOCRACY AND GROWTH,Male
WALELE JOHN IGHACHO,MOMBASA,29,SHIMANZI GANJONI,INDEPENDENT,Male
WALIAULA AGGREY MULONGO,BUNGOMA,1111,KIBINGEI,FEDERAL PARTY OF KENYA,Male
WALIAULA BERNARD MASAFU,BUNGOMA,1082,NAMWELA,INDEPENDENT,Male
WALIAULA WABUYELE,BUNGOMA,1088,MUKUYUNI,UNITED DEMOCRATIC PARTY,Male
WALIAULA YUSSUF SITATI,BUNGOMA,1113,MAENI,THE NATIONAL VISION PARTY,Male
WALINGO LWAMBI,KAKAMEGA,1002,WEST KABRAS,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,Male
WALIUBA JANET,NAIROBI CITY,1408,KWA REUBEN,UNITED DEMOCRATIC PARTY,Female
WALOBWA SIMON NDUBI,BUSIA,1147,ELUGULU,MOVEMENT FOR DEMOCRACY AND GROWTH,Male
WALTER OBARE MOCHACHE,KISII,1334,KIOGORO,WIPER DEMOCRATIC MOVEMENT- KENYA,Male
WALTER OKELLO BARACK,MIGORI,1266,SOUTH SAKWA,INDEPENDENT,Male
WALUBOKHO ARTHUR ORONJE,KAKAMEGA,1034,MARENYO - SHIANDA,INDEPENDENT,Male
WALUCHO PETER WALUCHO,TRANS NZOIA,690,SIRENDE,INDEPENDENT,Male
WALUCHO TIMOTHY MAKHETI,BUNGOMA,1115,MBAKALO,INDEPENDENT,Male
WALUKAYA REUBEN CHAMBUNI,BUNGOMA,1088,MUKUYUNI,CHAMA MWANGAZA DAIMA,Male
WALUKE KENNEDY MANYONGE,BUNGOMA,1083,MALAKISI SOUTH KULISIRU,FEDERAL PARTY OF KENYA,Male
WALUKELA DAVID'S MUSUNGU,KAKAMEGA,999,KONGONI,JUBILEE PARTY,Male
WALUSEKHE DAVID LUMBASI,BUNGOMA,1082,NAMWELA,INDEPENDENT,Male
WAMACHALI GERISHOM NAMASAKE,BUNGOMA,1120,SOYSAMBU MITUA,SHIRIKISHO PARTY OF KENYA,Male
WAMAI PAUL KIGARA,NYERI,480,KONYU,MAENDELEO CHAP CHAP PARTY,Male
WAMAITHA CECILIA MWANGI,KIAMBU,567,GATUANYAGA,JUBILEE PARTY,Female
WAMAITHA GEORGE KAMAU,KIAMBU,599,KIKUYU,INDEPENDENT,Male
WAMALWA BAINITO WEKESA,TRANS NZOIA,689,WAITALUK,AMANI NATIONAL CONGRESS,Male
WAMALWA BENDALE NAMARU,BUNGOMA,1094,WEST BUKUSU,INDEPENDENT,Male
WAMALWA DANIEL WANYAMA,BUNGOMA,1090,BUMULA,INDEPENDENT,Male
WAMALWA DENNIS WEKESA,BUNGOMA,1110,BOKOLI,JUBILEE PARTY,Male
WAMALWA HAMPHREY SIFUNA,BUNGOMA,1090,BUMULA,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,Male
WAMALWA JANET NABWILE,BUNGOMA,1083,MALAKISI SOUTH KULISIRU,JUBILEE PARTY,Female
WAMALWA JOSEPH WANJALA,TRANS NZOIA,678,KEIYO,JUBILEE PARTY,Male
WAMALWA MARGARET ANYANGO,BUNGOMA,1107,MISIKHU,PEOPLES EMPOWERMENT PARTY,Female
WAMALWA MUREFU JUMA,TRANS NZOIA,693,NABISWA,MAENDELEO CHAP CHAP PARTY,Male
WAMALWA STEPHEN WAFULA,BUNGOMA,1120,SOYSAMBU MITUA,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,Male
WAMAMILI ALEXANDER MUSUMBA,BUNGOMA,1090,BUMULA,THE LABOUR PARTY OF KENYA,Male
WAMAMU MARTIN JOSEPH,KAKAMEGA,1027,KOYONZO,WIPER DEMOCRATIC MOVEMENT- KENYA,Male
WAMBAIRE PAUL NGECHE,NYANDARUA,450,KIPIPIRI,INDEPENDENT,Male
WAMBAKI JUSTUS WACHIRA,NYERI,486,KARIMA,DEMOCRATIC PARTY OF KENYA,Male
WAMBALABA JAPHETH WAMUKOTA,TRANS NZOIA,687,MACHEWA,JUBILEE PARTY,Male
WAMBALABAH BEN MUKENYAH,BUNGOMA,1110,BOKOLI,INDEPENDENT,Male
WAMBATI ELALY NASAMBU,BUNGOMA,1120,SOYSAMBU MITUA,ORANGE DEMOCRATIC MOVEMENT,Female
WAMBAYA HERBERT MIRUNI,TRANS NZOIA,691,HOSPITAL,AMANI NATIONAL CONGRESS,Male
WAMBAYI DENNIS FERDINANDS,BUSIA,1137,BUKHAYO WEST,MAENDELEO DEMOCRATIC PARTY,Male
WAMBIA JUMBA SAMMY,KAKAMEGA,996,LWANDETI,INDEPENDENT,Male
WAMBIA VITALIS MAKOKHA,BUSIA,1135,BUKHAYO EAST,KENYA AFRICAN NATIONAL UNION,Male
WAMBILLE SORA,MARSABIT,238,KORR NGURUNIT,ORANGE DEMOCRATIC MOVEMENT,Male
WAMBOGO CHARLES MUCHANGI,NAIROBI CITY,1394,ROYSAMBU,MAENDELEO CHAP CHAP PARTY,Male
WAMBU JAMES NJIRU,KIRINYAGA,497,KANGAI,INDEPENDENT,Male
WAMBUA ALFRED NGESA,MAKUENI,432,NGUUMO,PARTY OF INDEPENDENT CANDIDATES OF KENYA,Male
WAMBUA ALICE WANGUI,KIAMBU,575,MWIKI,AGANO PARTY,Female
WAMBUA ALPPONCE MULWA,MACHAKOS,392,UPPER KAEWA IVETI,MUUNGANO PARTY,Male
WAMBUA BRIAN MBINDYO,MAKUENI,415,WAIA-KAKO,CHAMA MWANGAZA DAIMA,Male
WAMBUA CHRISTOPHER KATHAE,MAKUENI,417,KASIKEU,INDEPENDENT,Male
WAMBUA DAUDI KYALE,MAKUENI,433,KIKUMBULYU NORTH,LIBERAL DEMOCRATIC PARTY,Male
WAMBUA DINAH MWAKO,KITUI,342,NGUNI,INDEPENDENT,Female
WAMBUA ERIC KITHUKA,KWALE,36,DZOMBO,JUBILEE PARTY,Male
WAMBUA FREDERICK MUSAU,NAIROBI CITY,1426,UMOJA I,WIPER DEMOCRATIC MOVEMENT- KENYA,Male
WAMBUA HENRY MUTUA,MAKUENI,438,MTITO ANDEI,NATIONAL PARTY OF KENYA,Male
WAMBUA JACKSON MUSYOKA,MAKUENI,411,TULIMANI,PARTY OF INDEPENDENT CANDIDATES OF KENYA,Male
